status,function,function_new,Month,APP,Month in Dates,Months for Analysis,Term
Open,iGT Old,iGTa,July 2019,8.0,2019-07-01,JUL,19.20
Open,iGE,iGTa,July 2019,1.0,2019-07-01,JUL,19.20
Open,iGV,iGV,July 2019,0.0,2019-07-01,JUL,19.20
Open,iGTa,iGTa,July 2019,0.0,2019-07-01,JUL,19.20
Open,iGTe,iGTe,July 2019,0.0,2019-07-01,JUL,19.20
Total,Total,Total,July 2019,789.0,2019-07-01,JUL,19.20
Total,Total,Total,July 2019,116.0,2019-07-01,JUL,19.20
Accepted,Total,Total,July 2019,60.0,2019-07-01,JUL,19.20
Total,Total,Total,July 2019,57.0,2019-07-01,JUL,19.20
Total,Total,Total,July 2019,155.0,2019-07-01,JUL,19.20
Realized,Total,Total,July 2019,0.0,2019-07-01,JUL,19.20
Total,Total,Total,July 2019,49.0,2019-07-01,JUL,19.20
Total,Total,Total,July 2019,35.0,2019-07-01,JUL,19.20
Realized,Old iGT,iGTa,August 2019,0.0,2019-08-01,AUG,19.20
Realized,Old iGV,iGV,August 2019,25.0,2019-08-01,AUG,19.20
Realized,iGTa,iGTa,August 2019,0.0,2019-08-01,AUG,19.20
Realized,iGV,iGV,August 2019,0.0,2019-08-01,AUG,19.20
Realized,iGTe,iGTe,August 2019,0.0,2019-08-01,AUG,19.20
Realized,iGE,iGTa,August 2019,1.0,2019-08-01,AUG,19.20
Approved,Old iGV,iGV,August 2019,18.0,2019-08-01,AUG,19.20
Finished,iGTa,iGTa,August 2019,0.0,2019-08-01,AUG,19.20
Finished,iGV,iGV,August 2019,0.0,2019-08-01,AUG,19.20
Finished,iGTe,iGTe,August 2019,0.0,2019-08-01,AUG,19.20
Realized,oGTe,oGTe,August 2019,0.0,2019-08-01,AUG,19.20
Realized,oGTa,oGTa,August 2019,0.0,2019-08-01,AUG,19.20
Realized,oGV,oGV,August 2019,0.0,2019-08-01,AUG,19.20
Realized,oGE,oGTa,August 2019,0.0,2019-08-01,AUG,19.20
Realized,Old oGT,oGTa,August 2019,0.0,2019-08-01,AUG,19.20
Realized,Old oGV,oGV,August 2019,8.0,2019-08-01,AUG,19.20
Approved,Old oGT,oGTa,August 2019,4.0,2019-08-01,AUG,19.20
Approved,Old oGV,oGV,August 2019,14.0,2019-08-01,AUG,19.20
Approved,oGV,oGV,August 2019,0.0,2019-08-01,AUG,19.20
Approved,oGE,oGTa,August 2019,1.0,2019-08-01,AUG,19.20
Completed,Old iGV,iGV,August 2019,71.0,2019-08-01,AUG,19.20
Applied,Old oGV,oGV,August 2019,43.0,2019-08-01,AUG,19.20
Completed,iGTa,iGTa,August 2019,0.0,2019-08-01,AUG,19.20
Completed,iGTe,iGTe,August 2019,0.0,2019-08-01,AUG,19.20
Completed,oGE,oGTa,August 2019,0.0,2019-08-01,AUG,19.20
Approved,oGTe,oGTe,August 2019,0.0,2019-08-01,AUG,19.20
Completed,iGV,iGV,August 2019,0.0,2019-08-01,AUG,19.20
Completed,oGV,oGV,August 2019,0.0,2019-08-01,AUG,19.20
Approved,oGTa,oGTa,August 2019,0.0,2019-08-01,AUG,19.20
Completed,oGTa,oGTa,August 2019,0.0,2019-08-01,AUG,19.20
Completed,oGTe,oGTe,August 2019,0.0,2019-08-01,AUG,19.20
Completed,iGE,iGTa,August 2019,0.0,2019-08-01,AUG,19.20
Completed,Old iGT,iGTa,August 2019,0.0,2019-08-01,AUG,19.20
Completed,Old oGV,oGV,August 2019,19.0,2019-08-01,AUG,19.20
Completed,Old oGT,oGTa,August 2019,3.0,2019-08-01,AUG,19.20
Finished,iGE,iGTa,August 2019,0.0,2019-08-01,AUG,19.20
Applied,iGTa,iGTa,August 2019,0.0,2019-08-01,AUG,19.20
Applied,iGTe,iGTe,August 2019,0.0,2019-08-01,AUG,19.20
Finished,Old iGT,iGTa,August 2019,1.0,2019-08-01,AUG,19.20
Finished,Old iGV,iGV,August 2019,108.0,2019-08-01,AUG,19.20
Approved,Old iGT,iGTa,August 2019,4.0,2019-08-01,AUG,19.20
Applied,iGE,iGTa,August 2019,84.0,2019-08-01,AUG,19.20
Approved,iGE,iGTa,August 2019,0.0,2019-08-01,AUG,19.20
Applied,iGV,iGV,August 2019,0.0,2019-08-01,AUG,19.20
Approved,iGV,iGV,August 2019,0.0,2019-08-01,AUG,19.20
Applied,Old iGV,iGV,August 2019,138.0,2019-08-01,AUG,19.20
Approved,iGTe,iGTe,August 2019,0.0,2019-08-01,AUG,19.20
Applied,Old iGT,iGTa,August 2019,334.0,2019-08-01,AUG,19.20
Approved,iGTa,iGTa,August 2019,0.0,2019-08-01,AUG,19.20
Remote Realized,oGTe,oGTe,August 2019,0.0,2019-08-01,AUG,19.20
Remote Realized,oGTa,oGTa,August 2019,0.0,2019-08-01,AUG,19.20
Remote Realized,iGTe,iGTe,August 2019,0.0,2019-08-01,AUG,19.20
Remote Realized,Old oGV,oGV,August 2019,0.0,2019-08-01,AUG,19.20
Remote Realized,iGTa,iGTa,August 2019,0.0,2019-08-01,AUG,19.20
Remote Realized,iGV,iGV,August 2019,0.0,2019-08-01,AUG,19.20
Finished,oGTe,oGTe,August 2019,0.0,2019-08-01,AUG,19.20
Remote Realized,Old oGT,oGTa,August 2019,0.0,2019-08-01,AUG,19.20
Finished,oGTa,oGTa,August 2019,0.0,2019-08-01,AUG,19.20
Remote Realized,oGE,oGTa,August 2019,0.0,2019-08-01,AUG,19.20
Finished,oGV,oGV,August 2019,0.0,2019-08-01,AUG,19.20
Remote Realized,oGV,oGV,August 2019,0.0,2019-08-01,AUG,19.20
Finished,oGE,oGTa,August 2019,0.0,2019-08-01,AUG,19.20
Remote Realized,Old iGV,iGV,August 2019,0.0,2019-08-01,AUG,19.20
Applied,Old oGT,oGTa,August 2019,52.0,2019-08-01,AUG,19.20
Finished,Old oGT,oGTa,August 2019,3.0,2019-08-01,AUG,19.20
Finished,Old oGV,oGV,August 2019,24.0,2019-08-01,AUG,19.20
Applied,oGE,oGTa,August 2019,12.0,2019-08-01,AUG,19.20
Remote Realized,iGE,iGTa,August 2019,0.0,2019-08-01,AUG,19.20
Applied,oGV,oGV,August 2019,0.0,2019-08-01,AUG,19.20
Applied,oGTa,oGTa,August 2019,0.0,2019-08-01,AUG,19.20
Remote Realized,Old iGT,iGTa,August 2019,0.0,2019-08-01,AUG,19.20
Applied,oGTe,oGTe,August 2019,0.0,2019-08-01,AUG,19.20
Open,oGV,oGV,August 2019,0.0,2019-08-01,AUG,19.20
Open,oGT Old,oGTa,August 2019,0.0,2019-08-01,AUG,19.20
Open,oGE,oGTa,August 2019,14.0,2019-08-01,AUG,19.20
Open,oGV,oGV,August 2019,70.0,2019-08-01,AUG,19.20
Open,oGTa,oGTa,August 2019,47.0,2019-08-01,AUG,19.20
Open,oGTe,oGTe,August 2019,2.0,2019-08-01,AUG,19.20
Open,iGV,iGV,August 2019,6.0,2019-08-01,AUG,19.20
Open,iGT Old,iGTa,August 2019,4.0,2019-08-01,AUG,19.20
Open,iGE,iGTa,August 2019,0.0,2019-08-01,AUG,19.20
Open,iGV,iGV,August 2019,0.0,2019-08-01,AUG,19.20
Open,iGTa,iGTa,August 2019,0.0,2019-08-01,AUG,19.20
Open,iGTe,iGTe,August 2019,0.0,2019-08-01,AUG,19.20
Total,Total,Total,August 2019,663.0,2019-08-01,AUG,19.20
Total,Total,Total,August 2019,87.0,2019-08-01,AUG,19.20
Accepted,Total,Total,August 2019,45.0,2019-08-01,AUG,19.20
Total,Total,Total,August 2019,41.0,2019-08-01,AUG,19.20
Total,Total,Total,August 2019,34.0,2019-08-01,AUG,19.20
Realized,Total,Total,August 2019,0.0,2019-08-01,AUG,19.20
Total,Total,Total,August 2019,136.0,2019-08-01,AUG,19.20
Total,Total,Total,August 2019,93.0,2019-08-01,AUG,19.20
Realized,Old iGT,iGTa,September 2019,0.0,2019-09-01,SEP,19.20
Realized,Old iGV,iGV,September 2019,7.0,2019-09-01,SEP,19.20
Realized,iGTa,iGTa,September 2019,0.0,2019-09-01,SEP,19.20
Realized,iGV,iGV,September 2019,0.0,2019-09-01,SEP,19.20
Realized,iGTe,iGTe,September 2019,0.0,2019-09-01,SEP,19.20
Realized,iGE,iGTa,September 2019,1.0,2019-09-01,SEP,19.20
Approved,Old iGV,iGV,September 2019,31.0,2019-09-01,SEP,19.20
Finished,iGTa,iGTa,September 2019,0.0,2019-09-01,SEP,19.20
Finished,iGV,iGV,September 2019,0.0,2019-09-01,SEP,19.20
Finished,iGTe,iGTe,September 2019,0.0,2019-09-01,SEP,19.20
Realized,oGTe,oGTe,September 2019,0.0,2019-09-01,SEP,19.20
Realized,oGTa,oGTa,September 2019,0.0,2019-09-01,SEP,19.20
Realized,oGV,oGV,September 2019,0.0,2019-09-01,SEP,19.20
Realized,oGE,oGTa,September 2019,0.0,2019-09-01,SEP,19.20
Realized,Old oGT,oGTa,September 2019,2.0,2019-09-01,SEP,19.20
Realized,Old oGV,oGV,September 2019,20.0,2019-09-01,SEP,19.20
Approved,Old oGT,oGTa,September 2019,1.0,2019-09-01,SEP,19.20
Approved,Old oGV,oGV,September 2019,14.0,2019-09-01,SEP,19.20
Approved,oGV,oGV,September 2019,0.0,2019-09-01,SEP,19.20
Approved,oGE,oGTa,September 2019,2.0,2019-09-01,SEP,19.20
Completed,Old iGV,iGV,September 2019,37.0,2019-09-01,SEP,19.20
Applied,Old oGV,oGV,September 2019,76.0,2019-09-01,SEP,19.20
Completed,iGTa,iGTa,September 2019,0.0,2019-09-01,SEP,19.20
Completed,iGTe,iGTe,September 2019,0.0,2019-09-01,SEP,19.20
Completed,oGE,oGTa,September 2019,0.0,2019-09-01,SEP,19.20
Approved,oGTe,oGTe,September 2019,0.0,2019-09-01,SEP,19.20
Completed,iGV,iGV,September 2019,0.0,2019-09-01,SEP,19.20
Completed,oGV,oGV,September 2019,0.0,2019-09-01,SEP,19.20
Approved,oGTa,oGTa,September 2019,0.0,2019-09-01,SEP,19.20
Completed,oGTa,oGTa,September 2019,0.0,2019-09-01,SEP,19.20
Completed,oGTe,oGTe,September 2019,0.0,2019-09-01,SEP,19.20
Completed,iGE,iGTa,September 2019,1.0,2019-09-01,SEP,19.20
Completed,Old iGT,iGTa,September 2019,1.0,2019-09-01,SEP,19.20
Completed,Old oGV,oGV,September 2019,8.0,2019-09-01,SEP,19.20
Completed,Old oGT,oGTa,September 2019,0.0,2019-09-01,SEP,19.20
Finished,iGE,iGTa,September 2019,2.0,2019-09-01,SEP,19.20
Applied,iGTa,iGTa,September 2019,0.0,2019-09-01,SEP,19.20
Applied,iGTe,iGTe,September 2019,0.0,2019-09-01,SEP,19.20
Finished,Old iGT,iGTa,September 2019,2.0,2019-09-01,SEP,19.20
Finished,Old iGV,iGV,September 2019,50.0,2019-09-01,SEP,19.20
Approved,Old iGT,iGTa,September 2019,0.0,2019-09-01,SEP,19.20
Applied,iGE,iGTa,September 2019,87.0,2019-09-01,SEP,19.20
Approved,iGE,iGTa,September 2019,1.0,2019-09-01,SEP,19.20
Applied,iGV,iGV,September 2019,0.0,2019-09-01,SEP,19.20
Approved,iGV,iGV,September 2019,0.0,2019-09-01,SEP,19.20
Applied,Old iGV,iGV,September 2019,183.0,2019-09-01,SEP,19.20
Approved,iGTe,iGTe,September 2019,0.0,2019-09-01,SEP,19.20
Applied,Old iGT,iGTa,September 2019,399.0,2019-09-01,SEP,19.20
Approved,iGTa,iGTa,September 2019,0.0,2019-09-01,SEP,19.20
Remote Realized,oGTe,oGTe,September 2019,0.0,2019-09-01,SEP,19.20
Remote Realized,oGTa,oGTa,September 2019,0.0,2019-09-01,SEP,19.20
Remote Realized,iGTe,iGTe,September 2019,0.0,2019-09-01,SEP,19.20
Remote Realized,Old oGV,oGV,September 2019,0.0,2019-09-01,SEP,19.20
Remote Realized,iGTa,iGTa,September 2019,0.0,2019-09-01,SEP,19.20
Remote Realized,iGV,iGV,September 2019,0.0,2019-09-01,SEP,19.20
Finished,oGTe,oGTe,September 2019,0.0,2019-09-01,SEP,19.20
Remote Realized,Old oGT,oGTa,September 2019,0.0,2019-09-01,SEP,19.20
Finished,oGTa,oGTa,September 2019,0.0,2019-09-01,SEP,19.20
Remote Realized,oGE,oGTa,September 2019,0.0,2019-09-01,SEP,19.20
Finished,oGV,oGV,September 2019,0.0,2019-09-01,SEP,19.20
Remote Realized,oGV,oGV,September 2019,0.0,2019-09-01,SEP,19.20
Finished,oGE,oGTa,September 2019,0.0,2019-09-01,SEP,19.20
Remote Realized,Old iGV,iGV,September 2019,0.0,2019-09-01,SEP,19.20
Applied,Old oGT,oGTa,September 2019,54.0,2019-09-01,SEP,19.20
Finished,Old oGT,oGTa,September 2019,0.0,2019-09-01,SEP,19.20
Finished,Old oGV,oGV,September 2019,9.0,2019-09-01,SEP,19.20
Applied,oGE,oGTa,September 2019,12.0,2019-09-01,SEP,19.20
Remote Realized,iGE,iGTa,September 2019,0.0,2019-09-01,SEP,19.20
Applied,oGV,oGV,September 2019,0.0,2019-09-01,SEP,19.20
Applied,oGTa,oGTa,September 2019,0.0,2019-09-01,SEP,19.20
Remote Realized,Old iGT,iGTa,September 2019,0.0,2019-09-01,SEP,19.20
Applied,oGTe,oGTe,September 2019,0.0,2019-09-01,SEP,19.20
Open,oGV,oGV,September 2019,1.0,2019-09-01,SEP,19.20
Open,oGT Old,oGTa,September 2019,0.0,2019-09-01,SEP,19.20
Open,oGE,oGTa,September 2019,17.0,2019-09-01,SEP,19.20
Open,oGV,oGV,September 2019,116.0,2019-09-01,SEP,19.20
Open,oGTa,oGTa,September 2019,65.0,2019-09-01,SEP,19.20
Open,oGTe,oGTe,September 2019,2.0,2019-09-01,SEP,19.20
Open,iGV,iGV,September 2019,62.0,2019-09-01,SEP,19.20
Open,iGT Old,iGTa,September 2019,7.0,2019-09-01,SEP,19.20
Open,iGE,iGTa,September 2019,1.0,2019-09-01,SEP,19.20
Open,iGV,iGV,September 2019,0.0,2019-09-01,SEP,19.20
Open,iGTa,iGTa,September 2019,0.0,2019-09-01,SEP,19.20
Open,iGTe,iGTe,September 2019,0.0,2019-09-01,SEP,19.20
Total,Total,Total,September 2019,811.0,2019-09-01,SEP,19.20
Total,Total,Total,September 2019,147.0,2019-09-01,SEP,19.20
Accepted,Total,Total,September 2019,84.0,2019-09-01,SEP,19.20
Total,Total,Total,September 2019,49.0,2019-09-01,SEP,19.20
Total,Total,Total,September 2019,30.0,2019-09-01,SEP,19.20
Realized,Total,Total,September 2019,0.0,2019-09-01,SEP,19.20
Total,Total,Total,September 2019,63.0,2019-09-01,SEP,19.20
Total,Total,Total,September 2019,47.0,2019-09-01,SEP,19.20
Realized,Old iGT,iGTa,October 2019,4.0,2019-10-01,OCT,19.20
Realized,Old iGV,iGV,October 2019,9.0,2019-10-01,OCT,19.20
Realized,iGTa,iGTa,October 2019,0.0,2019-10-01,OCT,19.20
Realized,iGV,iGV,October 2019,0.0,2019-10-01,OCT,19.20
Realized,iGTe,iGTe,October 2019,0.0,2019-10-01,OCT,19.20
Realized,iGE,iGTa,October 2019,1.0,2019-10-01,OCT,19.20
Approved,Old iGV,iGV,October 2019,33.0,2019-10-01,OCT,19.20
Finished,iGTa,iGTa,October 2019,0.0,2019-10-01,OCT,19.20
Finished,iGV,iGV,October 2019,0.0,2019-10-01,OCT,19.20
Finished,iGTe,iGTe,October 2019,0.0,2019-10-01,OCT,19.20
Realized,oGTe,oGTe,October 2019,0.0,2019-10-01,OCT,19.20
Realized,oGTa,oGTa,October 2019,0.0,2019-10-01,OCT,19.20
Realized,oGV,oGV,October 2019,0.0,2019-10-01,OCT,19.20
Realized,oGE,oGTa,October 2019,2.0,2019-10-01,OCT,19.20
Realized,Old oGT,oGTa,October 2019,1.0,2019-10-01,OCT,19.20
Realized,Old oGV,oGV,October 2019,19.0,2019-10-01,OCT,19.20
Approved,Old oGT,oGTa,October 2019,1.0,2019-10-01,OCT,19.20
Approved,Old oGV,oGV,October 2019,19.0,2019-10-01,OCT,19.20
Approved,oGV,oGV,October 2019,0.0,2019-10-01,OCT,19.20
Approved,oGE,oGTa,October 2019,2.0,2019-10-01,OCT,19.20
Completed,Old iGV,iGV,October 2019,8.0,2019-10-01,OCT,19.20
Applied,Old oGV,oGV,October 2019,94.0,2019-10-01,OCT,19.20
Completed,iGTa,iGTa,October 2019,0.0,2019-10-01,OCT,19.20
Completed,iGTe,iGTe,October 2019,0.0,2019-10-01,OCT,19.20
Completed,oGE,oGTa,October 2019,0.0,2019-10-01,OCT,19.20
Approved,oGTe,oGTe,October 2019,0.0,2019-10-01,OCT,19.20
Completed,iGV,iGV,October 2019,0.0,2019-10-01,OCT,19.20
Completed,oGV,oGV,October 2019,0.0,2019-10-01,OCT,19.20
Approved,oGTa,oGTa,October 2019,0.0,2019-10-01,OCT,19.20
Completed,oGTa,oGTa,October 2019,0.0,2019-10-01,OCT,19.20
Completed,oGTe,oGTe,October 2019,0.0,2019-10-01,OCT,19.20
Completed,iGE,iGTa,October 2019,2.0,2019-10-01,OCT,19.20
Completed,Old iGT,iGTa,October 2019,1.0,2019-10-01,OCT,19.20
Completed,Old oGV,oGV,October 2019,19.0,2019-10-01,OCT,19.20
Completed,Old oGT,oGTa,October 2019,4.0,2019-10-01,OCT,19.20
Finished,iGE,iGTa,October 2019,3.0,2019-10-01,OCT,19.20
Applied,iGTa,iGTa,October 2019,0.0,2019-10-01,OCT,19.20
Applied,iGTe,iGTe,October 2019,0.0,2019-10-01,OCT,19.20
Finished,Old iGT,iGTa,October 2019,1.0,2019-10-01,OCT,19.20
Finished,Old iGV,iGV,October 2019,9.0,2019-10-01,OCT,19.20
Approved,Old iGT,iGTa,October 2019,4.0,2019-10-01,OCT,19.20
Applied,iGE,iGTa,October 2019,68.0,2019-10-01,OCT,19.20
Approved,iGE,iGTa,October 2019,0.0,2019-10-01,OCT,19.20
Applied,iGV,iGV,October 2019,0.0,2019-10-01,OCT,19.20
Approved,iGV,iGV,October 2019,0.0,2019-10-01,OCT,19.20
Applied,Old iGV,iGV,October 2019,235.0,2019-10-01,OCT,19.20
Approved,iGTe,iGTe,October 2019,0.0,2019-10-01,OCT,19.20
Applied,Old iGT,iGTa,October 2019,382.0,2019-10-01,OCT,19.20
Approved,iGTa,iGTa,October 2019,0.0,2019-10-01,OCT,19.20
Remote Realized,oGTe,oGTe,October 2019,0.0,2019-10-01,OCT,19.20
Remote Realized,oGTa,oGTa,October 2019,0.0,2019-10-01,OCT,19.20
Remote Realized,iGTe,iGTe,October 2019,0.0,2019-10-01,OCT,19.20
Remote Realized,Old oGV,oGV,October 2019,0.0,2019-10-01,OCT,19.20
Remote Realized,iGTa,iGTa,October 2019,0.0,2019-10-01,OCT,19.20
Remote Realized,iGV,iGV,October 2019,0.0,2019-10-01,OCT,19.20
Finished,oGTe,oGTe,October 2019,0.0,2019-10-01,OCT,19.20
Remote Realized,Old oGT,oGTa,October 2019,0.0,2019-10-01,OCT,19.20
Finished,oGTa,oGTa,October 2019,0.0,2019-10-01,OCT,19.20
Remote Realized,oGE,oGTa,October 2019,0.0,2019-10-01,OCT,19.20
Finished,oGV,oGV,October 2019,0.0,2019-10-01,OCT,19.20
Remote Realized,oGV,oGV,October 2019,0.0,2019-10-01,OCT,19.20
Finished,oGE,oGTa,October 2019,0.0,2019-10-01,OCT,19.20
Remote Realized,Old iGV,iGV,October 2019,0.0,2019-10-01,OCT,19.20
Applied,Old oGT,oGTa,October 2019,62.0,2019-10-01,OCT,19.20
Finished,Old oGT,oGTa,October 2019,5.0,2019-10-01,OCT,19.20
Finished,Old oGV,oGV,October 2019,20.0,2019-10-01,OCT,19.20
Applied,oGE,oGTa,October 2019,14.0,2019-10-01,OCT,19.20
Remote Realized,iGE,iGTa,October 2019,0.0,2019-10-01,OCT,19.20
Applied,oGV,oGV,October 2019,0.0,2019-10-01,OCT,19.20
Applied,oGTa,oGTa,October 2019,0.0,2019-10-01,OCT,19.20
Remote Realized,Old iGT,iGTa,October 2019,0.0,2019-10-01,OCT,19.20
Applied,oGTe,oGTe,October 2019,0.0,2019-10-01,OCT,19.20
Open,oGV,oGV,October 2019,2.0,2019-10-01,OCT,19.20
Open,oGT Old,oGTa,October 2019,0.0,2019-10-01,OCT,19.20
Open,oGE,oGTa,October 2019,21.0,2019-10-01,OCT,19.20
Open,oGV,oGV,October 2019,98.0,2019-10-01,OCT,19.20
Open,oGTa,oGTa,October 2019,69.0,2019-10-01,OCT,19.20
Open,oGTe,oGTe,October 2019,3.0,2019-10-01,OCT,19.20
Open,iGV,iGV,October 2019,36.0,2019-10-01,OCT,19.20
Open,iGT Old,iGTa,October 2019,6.0,2019-10-01,OCT,19.20
Open,iGE,iGTa,October 2019,0.0,2019-10-01,OCT,19.20
Open,iGV,iGV,October 2019,0.0,2019-10-01,OCT,19.20
Open,iGTa,iGTa,October 2019,0.0,2019-10-01,OCT,19.20
Open,iGTe,iGTe,October 2019,0.0,2019-10-01,OCT,19.20
Total,Total,Total,October 2019,855.0,2019-10-01,OCT,19.20
Total,Total,Total,October 2019,184.0,2019-10-01,OCT,19.20
Accepted,Total,Total,October 2019,87.0,2019-10-01,OCT,19.20
Total,Total,Total,October 2019,59.0,2019-10-01,OCT,19.20
Total,Total,Total,October 2019,36.0,2019-10-01,OCT,19.20
Realized,Total,Total,October 2019,0.0,2019-10-01,OCT,19.20
Total,Total,Total,October 2019,38.0,2019-10-01,OCT,19.20
Total,Total,Total,October 2019,34.0,2019-10-01,OCT,19.20
Realized,Old iGT,iGTa,November 2019,4.0,2019-11-01,NOV,19.20
Realized,Old iGV,iGV,November 2019,3.0,2019-11-01,NOV,19.20
Realized,iGTa,iGTa,November 2019,0.0,2019-11-01,NOV,19.20
Realized,iGV,iGV,November 2019,0.0,2019-11-01,NOV,19.20
Realized,iGTe,iGTe,November 2019,0.0,2019-11-01,NOV,19.20
Realized,iGE,iGTa,November 2019,0.0,2019-11-01,NOV,19.20
Approved,Old iGV,iGV,November 2019,46.0,2019-11-01,NOV,19.20
Finished,iGTa,iGTa,November 2019,0.0,2019-11-01,NOV,19.20
Finished,iGV,iGV,November 2019,0.0,2019-11-01,NOV,19.20
Finished,iGTe,iGTe,November 2019,0.0,2019-11-01,NOV,19.20
Realized,oGTe,oGTe,November 2019,0.0,2019-11-01,NOV,19.20
Realized,oGTa,oGTa,November 2019,0.0,2019-11-01,NOV,19.20
Realized,oGV,oGV,November 2019,0.0,2019-11-01,NOV,19.20
Realized,oGE,oGTa,November 2019,0.0,2019-11-01,NOV,19.20
Realized,Old oGT,oGTa,November 2019,0.0,2019-11-01,NOV,19.20
Realized,Old oGV,oGV,November 2019,11.0,2019-11-01,NOV,19.20
Approved,Old oGT,oGTa,November 2019,2.0,2019-11-01,NOV,19.20
Approved,Old oGV,oGV,November 2019,14.0,2019-11-01,NOV,19.20
Approved,oGV,oGV,November 2019,0.0,2019-11-01,NOV,19.20
Approved,oGE,oGTa,November 2019,2.0,2019-11-01,NOV,19.20
Completed,Old iGV,iGV,November 2019,2.0,2019-11-01,NOV,19.20
Applied,Old oGV,oGV,November 2019,63.0,2019-11-01,NOV,19.20
Completed,iGTa,iGTa,November 2019,0.0,2019-11-01,NOV,19.20
Completed,iGTe,iGTe,November 2019,0.0,2019-11-01,NOV,19.20
Completed,oGE,oGTa,November 2019,1.0,2019-11-01,NOV,19.20
Approved,oGTe,oGTe,November 2019,0.0,2019-11-01,NOV,19.20
Completed,iGV,iGV,November 2019,0.0,2019-11-01,NOV,19.20
Completed,oGV,oGV,November 2019,0.0,2019-11-01,NOV,19.20
Approved,oGTa,oGTa,November 2019,0.0,2019-11-01,NOV,19.20
Completed,oGTa,oGTa,November 2019,0.0,2019-11-01,NOV,19.20
Completed,oGTe,oGTe,November 2019,0.0,2019-11-01,NOV,19.20
Completed,iGE,iGTa,November 2019,0.0,2019-11-01,NOV,19.20
Completed,Old iGT,iGTa,November 2019,0.0,2019-11-01,NOV,19.20
Completed,Old oGV,oGV,November 2019,14.0,2019-11-01,NOV,19.20
Completed,Old oGT,oGTa,November 2019,1.0,2019-11-01,NOV,19.20
Finished,iGE,iGTa,November 2019,1.0,2019-11-01,NOV,19.20
Applied,iGTa,iGTa,November 2019,0.0,2019-11-01,NOV,19.20
Applied,iGTe,iGTe,November 2019,0.0,2019-11-01,NOV,19.20
Finished,Old iGT,iGTa,November 2019,1.0,2019-11-01,NOV,19.20
Finished,Old iGV,iGV,November 2019,10.0,2019-11-01,NOV,19.20
Approved,Old iGT,iGTa,November 2019,3.0,2019-11-01,NOV,19.20
Applied,iGE,iGTa,November 2019,61.0,2019-11-01,NOV,19.20
Approved,iGE,iGTa,November 2019,0.0,2019-11-01,NOV,19.20
Applied,iGV,iGV,November 2019,0.0,2019-11-01,NOV,19.20
Approved,iGV,iGV,November 2019,0.0,2019-11-01,NOV,19.20
Applied,Old iGV,iGV,November 2019,237.0,2019-11-01,NOV,19.20
Approved,iGTe,iGTe,November 2019,0.0,2019-11-01,NOV,19.20
Applied,Old iGT,iGTa,November 2019,197.0,2019-11-01,NOV,19.20
Approved,iGTa,iGTa,November 2019,0.0,2019-11-01,NOV,19.20
Remote Realized,oGTe,oGTe,November 2019,0.0,2019-11-01,NOV,19.20
Remote Realized,oGTa,oGTa,November 2019,0.0,2019-11-01,NOV,19.20
Remote Realized,iGTe,iGTe,November 2019,0.0,2019-11-01,NOV,19.20
Remote Realized,Old oGV,oGV,November 2019,0.0,2019-11-01,NOV,19.20
Remote Realized,iGTa,iGTa,November 2019,0.0,2019-11-01,NOV,19.20
Remote Realized,iGV,iGV,November 2019,0.0,2019-11-01,NOV,19.20
Finished,oGTe,oGTe,November 2019,0.0,2019-11-01,NOV,19.20
Remote Realized,Old oGT,oGTa,November 2019,0.0,2019-11-01,NOV,19.20
Finished,oGTa,oGTa,November 2019,0.0,2019-11-01,NOV,19.20
Remote Realized,oGE,oGTa,November 2019,0.0,2019-11-01,NOV,19.20
Finished,oGV,oGV,November 2019,0.0,2019-11-01,NOV,19.20
Remote Realized,oGV,oGV,November 2019,0.0,2019-11-01,NOV,19.20
Finished,oGE,oGTa,November 2019,1.0,2019-11-01,NOV,19.20
Remote Realized,Old iGV,iGV,November 2019,0.0,2019-11-01,NOV,19.20
Applied,Old oGT,oGTa,November 2019,49.0,2019-11-01,NOV,19.20
Finished,Old oGT,oGTa,November 2019,2.0,2019-11-01,NOV,19.20
Finished,Old oGV,oGV,November 2019,15.0,2019-11-01,NOV,19.20
Applied,oGE,oGTa,November 2019,10.0,2019-11-01,NOV,19.20
Remote Realized,iGE,iGTa,November 2019,0.0,2019-11-01,NOV,19.20
Applied,oGV,oGV,November 2019,0.0,2019-11-01,NOV,19.20
Applied,oGTa,oGTa,November 2019,0.0,2019-11-01,NOV,19.20
Remote Realized,Old iGT,iGTa,November 2019,0.0,2019-11-01,NOV,19.20
Applied,oGTe,oGTe,November 2019,0.0,2019-11-01,NOV,19.20
Open,oGV,oGV,November 2019,0.0,2019-11-01,NOV,19.20
Open,oGT Old,oGTa,November 2019,0.0,2019-11-01,NOV,19.20
Open,oGE,oGTa,November 2019,9.0,2019-11-01,NOV,19.20
Open,oGV,oGV,November 2019,113.0,2019-11-01,NOV,19.20
Open,oGTa,oGTa,November 2019,36.0,2019-11-01,NOV,19.20
Open,oGTe,oGTe,November 2019,1.0,2019-11-01,NOV,19.20
Open,iGV,iGV,November 2019,7.0,2019-11-01,NOV,19.20
Open,iGT Old,iGTa,November 2019,2.0,2019-11-01,NOV,19.20
Open,iGE,iGTa,November 2019,1.0,2019-11-01,NOV,19.20
Open,iGV,iGV,November 2019,0.0,2019-11-01,NOV,19.20
Open,iGTa,iGTa,November 2019,0.0,2019-11-01,NOV,19.20
